name,system
Gravitation,PC
Fallacy of Dawn,PC
Rome: Total War - Alexander,PC
Blind People Simulator,Amiga
Blind People Simulator,PC
Blind People Simulator,Browser
Wanted: Monty Mole,Commodore 64
Wanted: Monty Mole,ZX Spectrum
Super Jazz Man,PC
Hammer of the Gods,PC
American Gladiators,Amiga
American Gladiators,Genesis
American Gladiators,Super Nintendo Entertainment System
American Gladiators,Atari ST
American Gladiators,Nintendo Entertainment System
American Gladiators,PC
Forever Growing Garden,PC
Kampf dem Terror,PC
King Neptune's Adventure,Nintendo Entertainment System
Creatures Adventures,PC
Gargoyles,Genesis
Heart of Africa,Commodore 64
Space Fury,ColecoVision
Space Fury,Arcade
Crash Bandicoot 2: N-Tranced,Game Boy Advance
Green Thumb Cards,PC
Burnout 3: Takedown,PlayStation 2
Burnout 3: Takedown,Xbox
Burnout 3: Takedown,Xbox Live Marketplace
The Tuttles Madcap Misadventures,Mac
The Tuttles Madcap Misadventures,PC
Exterminator,Amiga
Exterminator,Amstrad CPC
Exterminator,Atari ST
Exterminator,Commodore 64
Exterminator,ZX Spectrum
Exterminator,PC
Bomberman Jetters,PlayStation 2
Bomberman Jetters,GameCube
FantaVision,PlayStation 2
Mystery Quest,Super Nintendo Entertainment System
Mystery Quest,Nintendo Entertainment System
Mystery Quest,Famicom Disk System
Spaceward Ho! IV,PC
Reach for the Skies,Amiga
Reach for the Skies,Atari ST
Reach for the Skies,PC
Friday: Death to Arthur Yahtzee,PC
Adventures in Math,PC
Need for Speed II,PlayStation
Need for Speed II,PC
Tread Marks,PC
Indiana Jones in Revenge of the Ancients,Apple II
Indiana Jones in Revenge of the Ancients,PC
Murder in a Wheel,PC
MacArthur's War: Battles for Korea,Apple II
MacArthur's War: Battles for Korea,Commodore 64
MacArthur's War: Battles for Korea,PC
Aquanoid,PC
RISK: The Game of Global Domination,PlayStation
RISK: The Game of Global Domination,PC
TRON 2.0: Killer App,Game Boy Advance
TRON 2.0: Killer App,Xbox
Trax: The Robot Wars,PC
Resident Evil: Deadly Silence,Nintendo DS
Waku Waku 7,Neo Geo
Waku Waku 7,Saturn
Waku Waku 7,Arcade
Waku Waku 7,Wii Shop
Spawn: The Eternal,PlayStation
The Powerpuff Girls: Mojo's Pet Project,PC
Mortal Kombat: Deception,PlayStation Portable
Mortal Kombat: Deception,PlayStation 2
Mortal Kombat: Deception,GameCube
Mortal Kombat: Deception,Xbox
Aces of the Pacific,PC
Giga Wing 2,Dreamcast
Giga Wing 2,Arcade
X-Ray Ball: Winter Storm,PC
Activision's Atari 2600 Action Pack,PC
Syndicate: American Revolt,Amiga
Syndicate: American Revolt,PC
Uplink: Hacker Elite,Mac
Uplink: Hacker Elite,PC
Uplink: Hacker Elite,iPad
Uplink: Hacker Elite,Android
Uplink: Hacker Elite,Linux
Bunny Bricks,Amiga
Bunny Bricks,Amstrad CPC
Bunny Bricks,Atari ST
Bunny Bricks,PC
Ruiner Pinball,Jaguar
The Humans 3: Evolution Lost in Time,Amiga
The Humans 3: Evolution Lost in Time,PC
dMuse,PC
Robotrek,Super Nintendo Entertainment System
Moses Matchup,PC
Reggie Jackson Baseball,Sega Master System
James Pond 2: Codename: RoboCod,Amiga
James Pond 2: Codename: RoboCod,Game Boy
James Pond 2: Codename: RoboCod,Game Boy Advance
James Pond 2: Codename: RoboCod,Game Gear
James Pond 2: Codename: RoboCod,Genesis
James Pond 2: Codename: RoboCod,Sega Master System
James Pond 2: Codename: RoboCod,Super Nintendo Entertainment System
James Pond 2: Codename: RoboCod,Atari ST
James Pond 2: Codename: RoboCod,Commodore 64
James Pond 2: Codename: RoboCod,PlayStation 2
James Pond 2: Codename: RoboCod,PlayStation
James Pond 2: Codename: RoboCod,Amiga CD32
James Pond 2: Codename: RoboCod,Nintendo DS
James Pond 2: Codename: RoboCod,PlayStation Network (PS3)
James Pond 2: Codename: RoboCod,PC
James Pond 2: Codename: RoboCod,PlayStation Network (PSP)
James Pond 2: Codename: RoboCod,Acorn Archimedes
Full Throttle,Amstrad CPC
Full Throttle,Commodore 64
Full Throttle,MSX
Full Throttle,ZX Spectrum
Full Throttle,Atari 8-bit
Riding Hero,Neo Geo
Riding Hero,Neo Geo CD
Startopia,PC
Scenery Disk 6,Amiga
Scenery Disk 6,Atari ST
Scenery Disk 6,Commodore 64
Scenery Disk 6,Atari 8-bit
Antix,PC
Disney's Party,Game Boy Advance
Disney's Party,GameCube
The Aquatic Games,Amiga
The Aquatic Games,Genesis
The Aquatic Games,Super Nintendo Entertainment System
Guilty Gear Petit 2,WonderSwan Color
Battle Out Run,Sega Master System
King's Quest IV: The Perils of Rosella,Amiga
King's Quest IV: The Perils of Rosella,Apple II
King's Quest IV: The Perils of Rosella,Atari ST
King's Quest IV: The Perils of Rosella,PC
Tiny Troops,Amiga
Actua Soccer 3,PlayStation
Actua Soccer 3,PC
Raiden III,PlayStation 2
Raiden III,Arcade
Raiden III,PlayStation Network (PS3)
Raiden III,PC
Power Pegged,PC
Time Gate: Knight's Chase,PC
Dawn Patrol,Amiga
Dawn Patrol,PC
NBA Hoopz,PlayStation 2
NBA Hoopz,PlayStation
NBA Hoopz,Dreamcast
NBA Hoopz,Game Boy Color
Artillery Duel,Commodore 64
Artillery Duel,VIC-20
Artillery Duel,Atari 2600
Artillery Duel,ColecoVision
Cribbage King / Gin King,Amiga
Cribbage King / Gin King,PC
International Karate 2000,Game Boy Color
The House of the Dead 2,Xbox
The House of the Dead 2,Wii
The House of the Dead 2,Dreamcast
The House of the Dead 2,Arcade
The House of the Dead 2,PC
The Sims 2: H&M Fashion Stuff,Mac
The Sims 2: H&M Fashion Stuff,PC
Larry Vales II: Dead Girls are Easy,PC
Safari Kongo,PC
Ollie's Follies,Commodore 64
Ollie's Follies,Atari 8-bit
ScubaVenture The Search For Pirate's Treasure,PC
Last Mission,Commodore 64
Last Mission,ZX Spectrum
Donnie Darko: The Adventure Game,PC
Wheel of Fortune: New Third Edition,Apple II
Wheel of Fortune: New Third Edition,Commodore 64
Wheel of Fortune: New Third Edition,PC
Star Wars: X-Wing Alliance,PC
Ladendetektiv,PC
Sneak and Snatch,Game Boy Advance
Strike Fleet,Amiga
Strike Fleet,Apple II
Strike Fleet,Atari ST
Strike Fleet,Commodore 64
Strike Fleet,PC
Asteroids Hyper 64,Nintendo 64
Chuck Yeager's Advanced Flight Trainer 2.0,Amiga
Chuck Yeager's Advanced Flight Trainer 2.0,Atari ST
Chuck Yeager's Advanced Flight Trainer 2.0,PC
Tequila & Boom Boom,PC
Smithereens!,Odyssey 2
With You: Mitsumete Itai,Saturn
With You: Mitsumete Itai,WonderSwan Color
Valis IV,Super Nintendo Entertainment System
Valis IV,TurboGrafx-CD
Poster Paster,Commodore 64
Endless Ocean,Wii
World Cup Manager,Atari 8-bit
My Little Flufties,Nintendo DS
My Little Flufties,PC
The King of Fighters 2001,PlayStation 2
The King of Fighters 2001,Neo Geo
The King of Fighters 2001,Dreamcast
The King of Fighters 2001,Arcade
Incantation,Super Nintendo Entertainment System
Makai Kingdom: Chronicles of the Sacred Tome,PlayStation 2
X-Tension,PC
Need for Speed: High Stakes,PlayStation
Need for Speed: High Stakes,PC
FIFA Soccer Manager,PC
Super Play Action Football,Super Nintendo Entertainment System
Summer Heat Beach Volleyball,PlayStation 2
Tom Clancy's Splinter Cell: Double Agent,Xbox 360
Tom Clancy's Splinter Cell: Double Agent,PlayStation 3
Tom Clancy's Splinter Cell: Double Agent,Xbox Live Marketplace
Tom Clancy's Splinter Cell: Double Agent,PC
X-Men: Wolverine's Rage,Game Boy Color
Prehistorik 2,Amstrad CPC
Prehistorik 2,PC
Les Portes du Temps,Amiga
Les Portes du Temps,Atari ST
Les Portes du Temps,PC
Capcom Classics Collection: Volume 2,PlayStation 2
Capcom Classics Collection: Volume 2,Xbox
Ball Race,PC
Space Ace,Amiga
Space Ace,Super Nintendo Entertainment System
Space Ace,Atari ST
Space Ace,Commodore 64
Space Ace,3DO
Space Ace,CD-i
Space Ace,Jaguar
Space Ace,Sega CD
Space Ace,Wii
Space Ace,Arcade
Space Ace,PlayStation Network (PS3)
Space Ace,PC
Space Ace,iPhone
Space Ace,DSiWare
Space Ace,RDI Halcyon
Horizon V,Apple II
Antigravity,Dragon 32/64
Football Director,Atari ST
Football Director,Commodore 64
Football Director,ZX Spectrum
Xianjian Qixia Zhuan 4,PC
TinHead,Genesis
Peh Pai,PC
Tactical Manager,Amiga
Tactical Manager,Atari ST
Tactical Manager,PC
Natural Fawn killers,PC
Smack Some Smackers,PC
Neverwinter Nights,PC
Grand Prix 3 Season 2000,PC
Take Five CD-Rom: The Entertainer: Five Entertaining Titles In One Box,PC
Z,Mac
Z,PlayStation
Z,Saturn
Z,PC
Z,iPhone
Z,iPad
SwordQuest: FireWorld,Atari 2600
Spy Against Spy,Dragon 32/64
Accordion,PC
Iznogoud,Amstrad CPC
Iznogoud,Atari ST
Iznogoud,Commodore 64
Iznogoud,PC
Crazy Climber 2000,PlayStation
Zabugorie: The Fairy Planet,PC
Delta Force: Black Hawk Down,Mac
Delta Force: Black Hawk Down,PlayStation 2
Delta Force: Black Hawk Down,Xbox
Delta Force: Black Hawk Down,PC
Humbug,PC
WWE WrestleMania 21,Xbox
Final Soul,PC
ClayFighter,Genesis
ClayFighter,Super Nintendo Entertainment System
ClayFighter,Wii Shop
Time Stripper,PC
Balloon Challenge,PC
Electroplankton,Nintendo DS
Electroplankton,DSiWare
All-Pro Basketball,Nintendo Entertainment System
G Darius,PlayStation
G Darius,Arcade
G Darius,PlayStation Network (PS3)
G Darius,PC
G Darius,PlayStation Network (PSP)
Micro Machines V3,PlayStation
Micro Machines V3,Game Boy Color
Micro Machines V3,PC
Karaoke Revolution Volume 2,PlayStation 2
Star Fox Command,Nintendo DS
Tyrian,PC
Tyrian,iPhone
The Thing,PlayStation 2
The Thing,Xbox
The Thing,PC
Allan Border's Cricket,Amiga
Allan Border's Cricket,Atari ST
Allan Border's Cricket,Commodore 64
Allan Border's Cricket,PC
Giftpia,GameCube
Platoon,Amiga
Platoon,Amstrad CPC
Platoon,Apple II
Platoon,Atari ST
Platoon,Commodore 64
Platoon,ZX Spectrum
Platoon,Nintendo Entertainment System
Platoon,Arcade
Platoon,PC
Daigasso! Band Brothers,Nintendo DS
Virtual Resort: Spring Break,PC
Riana Rouge,Mac
Riana Rouge,PC
The House of the Dead,Saturn
The House of the Dead,Arcade
The House of the Dead,PC
ATCsimulator,PC
The Crystal Key,Mac
The Crystal Key,PC
Donald's Alphabet Chase,Amiga
Donald's Alphabet Chase,Amstrad CPC
Donald's Alphabet Chase,Apple II
Donald's Alphabet Chase,Commodore 64
Donald's Alphabet Chase,ZX Spectrum
Donald's Alphabet Chase,PC
Home Improvement: Power Tool Pursuit,Super Nintendo Entertainment System
Toy Bizarre,Commodore 64
Toy Bizarre,ZX Spectrum
Red Lightning,Amiga
Red Lightning,Atari ST
Red Lightning,PC
DeepTrouble,Mac
Rush Hour,PlayStation
Rush Hour,PC
Rebel Moon Rising,PC
Aha!,PC
Foxx Fights Back,Commodore 64
Foxx Fights Back,ZX Spectrum
Terracide,PC
Worms 3D,Mac
Worms 3D,PlayStation 2
Worms 3D,GameCube
Worms 3D,Xbox
Worms 3D,PC
Pacific,Amstrad CPC
Braxx Bluff,ZX Spectrum
Teenage Mutant Ninja Turtles: Manhattan Missions,PC
NAM,PC
Ski Free,Game Boy Color
Ski Free,PC
Ski Free,iPhone
SWIV 3D,PC
How to Weigh an Elephant,PC
Kyoufu Shinbun,PlayStation
TOCA Race Driver 2,PlayStation Portable
TOCA Race Driver 2,PlayStation 2
TOCA Race Driver 2,Xbox
TOCA Race Driver 2,PC
Super Monaco GP,Amiga
Super Monaco GP,Game Gear
Super Monaco GP,Genesis
Super Monaco GP,Sega Master System
Super Monaco GP,Amstrad CPC
Super Monaco GP,Atari ST
Super Monaco GP,Commodore 64
Super Monaco GP,ZX Spectrum
Super Monaco GP,Sega CD
Super Monaco GP,Arcade
Super Monaco GP,Sega SG-1000
Conan,PlayStation 2
Conan,GameCube
Conan,Xbox
Conan,PC
Splatterhouse 3,Genesis
Blasterball 2: Holidays,PC
Cosmic Ark,Atari 2600
Snow White and the Seven Dwarfs,Atari 2600
Pinball Dreams II,PC
Hellraider,Amiga
Hellraider,Atari ST
Hellraider,PC
Footy Fanatic,PC
Hoyle Card Games,Mac
Hoyle Card Games,Game Boy Color
Hoyle Card Games,PC
Links 2001,PC
Dawn: A New Beginning,Amiga
Super Mario All-Stars & Super Mario World,Super Nintendo Entertainment System
Asheron's Call,PC
Jimmy's Soccer Manager,Amstrad CPC
Jimmy's Soccer Manager,Commodore 64
Jimmy's Soccer Manager,ZX Spectrum
Dream Mix TV World Fighters,PlayStation 2
Dream Mix TV World Fighters,GameCube
Boundish,Game Boy Advance
Dungeon Cleaners,PC
Crypt Killer,PlayStation
Crypt Killer,Saturn
Crypt Killer,Arcade
War Times,PC
Pimpin 2.0,Browser
Mega Man X8,PlayStation 2
Mega Man X8,PC
Zworx,PC
War in the Gulf,Amiga
War in the Gulf,Atari ST
War in the Gulf,PC
WCW vs. the World,PlayStation
Azangara,PC
Harley-Davidson: Race Around the World,PC
Dark Rift,Nintendo 64
Dark Rift,PC
Static Shock,Game Boy Advance
Wrath of the Black Manta,Nintendo Entertainment System
Rudra no Hihou,Super Nintendo Entertainment System
Twisted Edge: Extreme Snowboarding,Nintendo 64
S.C.A.T.: Special Cybernetic Attack Team,Nintendo Entertainment System
S.C.A.T.: Special Cybernetic Attack Team,Wii Shop
Jewel of Atlantis,PC
Stormball,Amiga
Stormball,Atari ST
The Bugs Bunny Crazy Castle II,Game Boy
Fur Fighters,PlayStation 2
Fur Fighters,Dreamcast
Fur Fighters,PC
Fur Fighters,iPad
Lexicon Word Challenge,PC
Blood Bowl,PC
Sherlock Holmes: Nemesis,PC
Bonkers,Genesis
Resident Evil: Outbreak,PlayStation 2
Harry Potter and the Philosopher's Stone,Game Boy Advance
Harry Potter and the Philosopher's Stone,Mac
Harry Potter and the Philosopher's Stone,PlayStation 2
Harry Potter and the Philosopher's Stone,PlayStation
Harry Potter and the Philosopher's Stone,GameCube
Harry Potter and the Philosopher's Stone,Xbox
Harry Potter and the Philosopher's Stone,Game Boy Color
Harry Potter and the Philosopher's Stone,PC
Final Zone,Genesis
Final Zone,Sharp X68000
Dream Chronicles,Mac
Dream Chronicles,Xbox Live Marketplace
Dream Chronicles,PlayStation Network (PS3)
Dream Chronicles,PC
Dream Chronicles,iPhone
Spy Vs. Spy: Volumes I & II,Atari 8-bit
SpongeBob SquarePants: The Movie,Game Boy Advance
SpongeBob SquarePants: The Movie,PlayStation 2
SpongeBob SquarePants: The Movie,GameCube
SpongeBob SquarePants: The Movie,Xbox
SpongeBob SquarePants: The Movie,PlayStation Network (PS3)
SpongeBob SquarePants: The Movie,PC
Colosseum: Road to Freedom,PlayStation 2
Spirit of Adventure,Amiga
Spirit of Adventure,Atari ST
Spirit of Adventure,Commodore 64
Spirit of Adventure,PC
Nightmare Creatures,PlayStation
Nightmare Creatures,Nintendo 64
Nightmare Creatures,PC
Magna Carta: Tears of Blood,PlayStation 2
Sven Zwø,PC
Galaxy,Apple II
Galaxy,Commodore 64
Galaxy,Atari 8-bit
Galaxy,Commodore PET/CBM
Galaxy,TRS-80
R:Racing Evolution,PlayStation 2
R:Racing Evolution,GameCube
R:Racing Evolution,Xbox
C5 Clive,ZX Spectrum
Mr. Angry,Commodore 64
Wild 9,PlayStation
Shadowrun,Xbox 360
Shadowrun,PC
Tales of Eternia,PlayStation Portable
Tales of Eternia,PlayStation
Rugby,PlayStation 2
Rugby,PC
Super Xevious,Nintendo Entertainment System
Super Xevious,Arcade
Super Xevious,Sharp X68000
Shinobido: Way of the Ninja,PlayStation 2
Pathway to Glory: Ikusa Islands,N-Gage
Future Wars,Amiga
Future Wars,Atari ST
Future Wars,PC
Football Glory,Amiga
Football Glory,PC
Wing Commander: The Secret Missions,Super Nintendo Entertainment System
Wing Commander: The Secret Missions,PlayStation Portable
Wing Commander: The Secret Missions,PC
Sensible Train-Spotting,Amiga
The Cassandra Galleries,PC
Hawkquest,Atari 8-bit
Smoking Guns: Shooting Gallery!,PC
Rayman 2: The Great Escape,PlayStation 2
Rayman 2: The Great Escape,PlayStation
Rayman 2: The Great Escape,Dreamcast
Rayman 2: The Great Escape,Nintendo 64
Rayman 2: The Great Escape,Nintendo DS
Rayman 2: The Great Escape,Game Boy Color
Rayman 2: The Great Escape,PC
Rayman 2: The Great Escape,iPhone
Rayman 2: The Great Escape,Nintendo 3DS
Flip Words,PC
R.B.I. Baseball,Nintendo Entertainment System
R.B.I. Baseball,TurboGrafx-16
Kick It,MSX
Animal,PC
Silent Hill 2: Restless Dreams,PlayStation 2
Silent Hill 2: Restless Dreams,Xbox
Silent Hill 2: Restless Dreams,PC
Dominion: Storm Over Gift 3,PC
The Typing of the Dead,Mac
The Typing of the Dead,PlayStation 2
The Typing of the Dead,Dreamcast
The Typing of the Dead,Arcade
The Typing of the Dead,PC
NeoGeo Battle Coliseum,PlayStation 2
NeoGeo Battle Coliseum,Arcade
NeoGeo Battle Coliseum,Xbox Live Marketplace
You Found the Grappling Hook,PC
King's Field,PlayStation
King's Field,PlayStation Network (PS3)
King's Field,PlayStation Network (PSP)
Star Ocean: The Second Story,PlayStation
Doom II: Hell on Earth,Game Boy Advance
Doom II: Hell on Earth,Mac
Doom II: Hell on Earth,PlayStation
Doom II: Hell on Earth,Zodiac
Doom II: Hell on Earth,Xbox Live Marketplace
Doom II: Hell on Earth,PC
Eden,PC
Asheron's Call: Dark Majesty Expansion Pack,PC
Soltrio Solitaire,Xbox Live Marketplace
Alien Nations,PC
Vixen,Amiga
Vixen,Amstrad CPC
Vixen,Atari ST
Vixen,Commodore 64
Vixen,ZX Spectrum
Vixen,PC
Winzer,Amiga
Winzer,Atari ST
Winzer,Commodore 64
Winzer,PC
"Sound, Graphics & Aircraft Upgrade for Microsoft Flight Simulator",PC
Jewel Master,Genesis
Adventure XT,PC
Panoplia: The Full Armor of God,PC
Rolling Thunder 2,Genesis
Rolling Thunder 2,Arcade
Rolling Thunder 2,Wii Shop
Avencast: Rise of the Mage,PC
Heroes of Might and Magic IV: The Gathering Storm,PC
UFO!,Odyssey 2
Lode Runner,Apple II
Lode Runner,Commodore 64
Lode Runner,MSX
Lode Runner,ZX Spectrum
Lode Runner,Nintendo Entertainment System
Lode Runner,Atari 8-bit
Lode Runner,VIC-20
Lode Runner,PC
Lode Runner,Sega SG-1000
Zig-Zag,Commodore 64
Emerald Dragon,Super Nintendo Entertainment System
Emerald Dragon,MSX
Emerald Dragon,TurboGrafx-CD
Emerald Dragon,Sharp X68000
Emerald Dragon,FM Towns
Emerald Dragon,NEC PC-8801
Emerald Dragon,NEC PC-9801
Jazz Jackrabbit 2,Mac
Jazz Jackrabbit 2,PC
The Elder Scrolls Adventures: Redguard,PC
How to be a Complete Bastard,Amstrad CPC
How to be a Complete Bastard,Commodore 64
How to be a Complete Bastard,ZX Spectrum
BreakQuest,Mac
BreakQuest,PlayStation Network (PS3)
BreakQuest,PC
BreakQuest,PlayStation Network (PSP)
Prussia's Glory,PC
Laser Squad,Amiga
Laser Squad,Amstrad CPC
Laser Squad,Atari ST
Laser Squad,Commodore 64
Laser Squad,ZX Spectrum
Laser Squad,PC
MTV: Music Generator,PlayStation
MTV: Music Generator,PC
Gauntlet II,Amiga
Gauntlet II,Game Boy
Gauntlet II,Atari ST
Gauntlet II,Commodore 64
Gauntlet II,Nintendo Entertainment System
Gauntlet II,Arcade
Gauntlet II,PlayStation Network (PS3)
Gauntlet II,PC
Missing: Since January,Mac
Missing: Since January,PC
Red Storm Rising,Amiga
Red Storm Rising,Atari ST
Red Storm Rising,Commodore 64
Red Storm Rising,PC
Red Storm Rising,NEC PC-9801
Kaizou Choujin Shubibinman Zero,Super Nintendo Entertainment System
Kaizou Choujin Shubibinman Zero,Satellaview
Alien Carnage,PC
U.S.A.A.F. - United States Army Air Force,Apple II
U.S.A.A.F. - United States Army Air Force,Commodore 64
U.S.A.A.F. - United States Army Air Force,Atari 8-bit
Ultrono Arena,PC
Where in the World is Carmen Sandiego?,Genesis
Where in the World is Carmen Sandiego?,Sega Master System
Where in the World is Carmen Sandiego?,Super Nintendo Entertainment System
Where in the World is Carmen Sandiego?,Apple II
Where in the World is Carmen Sandiego?,Commodore 64
Where in the World is Carmen Sandiego?,Mac
Where in the World is Carmen Sandiego?,TurboGrafx-16
Where in the World is Carmen Sandiego?,PC
Smurf: Paint 'n' Play Workshop,ColecoVision
Virtual Kasparov,Game Boy Advance
Virtual Kasparov,PlayStation
You Don't Know Jack Movies,PC
Archon Ultra,PC
NCAA GameBreaker 2000,PlayStation
The Black Onyx II: Search For The Fire Crystal,MSX
The Black Onyx II: Search For The Fire Crystal,NEC PC-8801
The Black Onyx II: Search For The Fire Crystal,Sharp X1
The Black Onyx II: Search For The Fire Crystal,FM-7
Uwis Shooting Gallery,PC
Extase,Amiga
Extase,Atari ST
Extase,PC
Big Air FreeStyle,GameCube
"Videocart-1: Tic-Tac-Toe, Shooting Gallery, Doodle, Quadra-Doodle",Channel F
Classic BASIC Games,PC
Aqua Bubble 2,PC
Portal Runner,PlayStation 2
Portal Runner,Game Boy Color
Snow Break,PlayStation
Betrayal,Amiga
Betrayal,Atari ST
Betrayal,Commodore 64
Betrayal,PC
Gradius III and IV,PlayStation 2
Hangman,Atari 8-bit
Hangman,Atari 2600
Hangman,TI-99/4A
Jane's Combat Simulations: Air Superiority Collection,PC
Rocky,Game Boy Advance
Rocky,PlayStation 2
Rocky,GameCube
Rocky,Xbox
Chaos Island,PC
My First Alphabet,Atari 8-bit
Sub Culture,PC
Stratajong,PC
Moon Bugs,PC
3D Recon,PC
Jak X: Combat Racing,PlayStation 2
Dragon Ball Z: Budokai Tenkaichi,PlayStation 2
The Heroes of Karn,Amstrad CPC
The Heroes of Karn,Commodore 64
The Heroes of Karn,ZX Spectrum
Contra Advance: The Alien Wars EX,Game Boy Advance
Magic Crayon,PC
Mortadelo y Filemón 2,Amstrad CPC
Mortadelo y Filemón 2,MSX
Mortadelo y Filemón 2,ZX Spectrum
Mortadelo y Filemón 2,PC
Breach 3,PC
Eldorado Gate Volume 4,Dreamcast
PGA European Tour,Amiga
PGA European Tour,Game Boy
PGA European Tour,Genesis
PGA European Tour,Super Nintendo Entertainment System
PGA European Tour,Amiga CD32
PGA European Tour,Nintendo 64
PGA European Tour,PC
NBA Street Showdown,PlayStation Portable
Let's Talk About Me,PC
Seafox,Apple II
Seafox,Commodore 64
Seafox,Atari 8-bit
Seafox,VIC-20
Punishment,PC
"Power, Corruption & Lies",PC
Clonk Endeavour,PC
Horizon X,PC
Black Market Bowling,PlayStation 2
Test Drive 2001,Game Boy Color
Virtua Fighter 5,Xbox 360
Virtua Fighter 5,PlayStation 3
Virtua Fighter 5,Arcade
Virtua Fighter 5,Xbox Live Marketplace
Onefog Xonix,PC
Blazing Heroes,Saturn
Konami Krazy Racers,Game Boy Advance
Magic Carpet 2: The Netherworlds,PC
Interpol: The Trail of Dr. Chaos,Mac
